Date,Open,High,Low,Close,Adj Close,Volume,Monthly_Returns
2015-01-01,206.3800048828125,206.8800048828125,198.5500030517578,199.4499969482422,170.4063262939453,3183506000,
2015-02-01,200.0500030517578,212.24000549316406,197.86000061035156,210.66000366210938,179.98387145996094,1901638100,0.05620416433069897
2015-03-01,210.77999877929688,212.05999755859375,204.1199951171875,206.42999267578125,176.36988830566406,2749923000,-0.020079483372491214
2015-04-01,206.38999938964844,212.47999572753906,204.50999450683594,208.4600067138672,178.89927673339844,2036685200,0.014341384756964448
2015-05-01,209.39999389648438,213.77999877929688,206.75999450683594,211.13999938964844,181.1992645263672,1892519900,0.01285632806887338
2015-06-01,211.94000244140625,213.33999633789062,205.27999877929688,205.85000610351562,176.65945434570312,2535242600,-0.02505424176268356
2015-07-01,207.72999572753906,213.17999267578125,204.11000061035156,210.5,181.52874755859375,2452758000,0.027563162305267674
2015-08-01,210.4600067138672,211.30999755859375,182.39999389648438,197.6699981689453,170.46456909179688,3734926900,-0.060950007178480536
2015-09-01,193.1199951171875,202.88999938964844,186.92999267578125,191.6300048828125,165.25582885742188,3279512900,-0.030556145843832483
2015-10-01,192.0800018310547,209.44000244140625,189.1199951171875,207.92999267578125,180.2446746826172,2536184400,0.0907008601683108
2015-11-01,208.32000732421875,211.66000366210938,202.17999267578125,208.69000244140625,180.90350341796875,1924512800,0.0036551911256832437
2015-12-01,209.44000244140625,211.0,199.8300018310547,203.8699951171875,176.72523498535156,2924882300,-0.023096669515368706
2016-01-01,200.49000549316406,201.89999389648438,181.02000427246094,193.72000122070312,168.92611694335938,3712950900,-0.04413132081922899
2016-02-01,192.52999877929688,196.67999267578125,181.08999633789062,193.55999755859375,168.78659057617188,2920730800,-0.0008259608976525223
2016-03-01,195.00999450683594,206.8699951171875,194.4499969482422,205.52000427246094,179.21588134765625,2323306500,0.061789806499928934
2016-04-01,204.35000610351562,210.9199981689453,203.08999633789062,206.3300018310547,180.8501434326172,1910635600,0.009118957944305617
2016-05-01,206.9199981689453,210.69000244140625,202.77999877929688,209.83999633789062,183.9267120361328,1828530900,0.01701170120808837
2016-06-01,209.1199951171875,212.52000427246094,198.64999389648438,209.47999572753906,183.61114501953125,2612406900,-0.0017157215127053815
2016-07-01,209.47999572753906,217.5399932861328,207.05999755859375,217.1199951171875,191.29736328125,1648453700,0.041861392786920026
2016-08-01,217.19000244140625,219.60000610351562,214.25,217.3800048828125,191.5264434814453,1519703200,0.001197508404015446
2016-09-01,217.3699951171875,219.22000122070312,212.30999755859375,216.3000030517578,190.57492065429688,2292393000,-0.004968101583532114
2016-10-01,215.82000732421875,216.6999969482422,211.2100067138672,212.5500030517578,188.21685791015625,1725687400,-0.01237341585159657
2016-11-01,212.92999267578125,221.82000732421875,208.3800048828125,220.3800048828125,195.15048217773438,2073824400,0.03683848696957748
2016-12-01,220.72999572753906,228.33999633789062,219.14999389648438,223.52999877929688,197.9398193359375,1821910200,0.014293262958288366
2017-01-01,225.0399932861328,229.7100067138672,223.8800048828125,227.52999877929688,202.66946411132812,1482408500,0.02389435734183243
2017-02-01,227.52999877929688,237.30999755859375,226.82000732421875,236.47000122070312,210.63265991210938,1365136600,0.03929154219506392
2017-03-01,238.38999938964844,240.32000732421875,231.61000061035156,235.74000549316406,209.982421875,1921474100,-0.0030870712898023456
2017-04-01,235.8000030517578,239.52999877929688,232.50999450683594,238.0800018310547,212.98934936523438,1549613700,0.014319900986875744
2017-05-01,238.67999267578125,242.0800018310547,235.42999267578125,241.44000244140625,215.99525451660156,1492547000,0.014112936446472935
2017-06-01,241.97000122070312,245.00999450683594,239.9600067138672,241.8000030517578,216.3172607421875,1572753000,0.0014908023155721928
2017-07-01,242.8800048828125,248.0,240.33999633789062,246.77000427246094,221.84007263183594,1055908800,0.025531073529220905
2017-08-01,247.4600067138672,248.91000366210938,241.8300018310547,247.49000549316406,222.48736572265625,1557031500,0.0029178366340267825
2017-09-01,247.9199981689453,251.32000732421875,244.9499969482422,251.22999572753906,225.8495635986328,1286405100,0.015111859790581272
2017-10-01,251.49000549316406,257.8900146484375,251.2899932861328,257.1499938964844,232.3187255859375,1320624600,0.02864367716380145
2017-11-01,258.0400085449219,266.04998779296875,255.6300048828125,265.010009765625,239.4197235107422,1365620900,0.03056575791251892
2017-12-01,264.760009765625,268.6000061035156,260.760009765625,266.8599853515625,241.091064453125,1715222900,0.006980798899418161
2018-01-01,267.8399963378906,286.6300048828125,267.3999938964844,281.8999938964844,255.98057556152344,1985506700,0.061758867514118965
2018-02-01,281.07000732421875,283.05999755859375,252.9199981689453,271.6499938964844,246.67300415039062,2923722000,-0.036360459736898276
2018-03-01,271.4100036621094,280.4100036621094,257.8299865722656,263.1499938964844,238.95452880859375,2323561800,-0.03129031232412893
2018-04-01,262.54998779296875,271.29998779296875,254.6699981689453,264.510009765625,241.1514892578125,1998466500,0.009194052358717064
2018-05-01,263.8699951171875,274.25,259.04998779296875,270.94000244140625,247.01365661621094,1606397200,0.024309065543987707
2018-06-01,272.4100036621094,279.4800109863281,268.489990234375,271.2799987792969,247.32357788085938,1599001000,0.001254672591361805
2018-07-01,269.510009765625,284.3699951171875,269.239990234375,281.3299865722656,257.6377868652344,1266892500,0.041703298459249805
2018-08-01,281.55999755859375,291.739990234375,279.1600036621094,290.30999755859375,265.86163330078125,1308443700,0.03192018739024727
2018-09-01,289.8399963378906,293.94000244140625,286.7099914550781,290.7200012207031,266.237060546875,1228103300,0.001412115172214401
2018-10-01,292.1099853515625,293.2099914550781,259.8500061035156,270.6300048828125,248.9608154296875,3024345800,-0.06489045920842329
2018-11-01,271.6000061035156,281.2200012207031,263.07000732421875,275.6499938964844,253.57887268066406,2021061200,0.018549333729511286
2018-12-01,280.2799987792969,280.3999938964844,233.75999450683594,249.9199981689453,229.90907287597656,3102780500,-0.09334294909692753
2019-01-01,245.97999572753906,270.4700012207031,243.6699981689453,269.92999267578125,249.76695251464844,2048691700,0.08637275332489436
2019-02-01,270.1499938964844,281.30999755859375,267.8299865722656,278.67999267578125,257.8633117675781,1371716300,0.032415654558842544
2019-03-01,280.44000244140625,285.17999267578125,272.4200134277344,282.4800109863281,261.3795166015625,1678081300,0.013635925211236133
2019-04-01,284.70001220703125,294.45001220703125,284.3999938964844,294.0199890136719,273.25579833984375,1209204700,0.04543692594085336
2019-05-01,294.7200012207031,294.95001220703125,275.239990234375,275.2699890136719,255.82998657226562,1845593200,-0.06377105947411932
2019-06-01,275.30999755859375,296.30999755859375,273.0899963378906,293.0,272.3078918457031,1340435600,0.06440959284803349
2019-07-01,296.67999267578125,302.2300109863281,294.3299865722656,297.42999267578125,277.7695007324219,1110102300,0.02005674110177247
2019-08-01,297.6000061035156,300.8699951171875,281.7200012207031,292.45001220703125,273.11865234375,2034004800,-0.016743553112953502
2019-09-01,290.57000732421875,302.6300048828125,289.2699890136719,296.7699890136719,277.153076171875,1303830000,0.014771689130360866
2019-10-01,297.739990234375,304.54998779296875,284.82000732421875,303.3299865722656,284.5876159667969,1386748300,0.026824669953550817
2019-11-01,304.9200134277344,315.4800109863281,304.739990234375,314.30999755859375,294.88916015625,1037123500,0.036198146410752585
2019-12-01,314.5899963378906,323.79998779296875,307.1300048828125,321.8599853515625,301.97265625,1285175800,0.024020876487954812
2020-01-01,323.5400085449219,332.95001220703125,320.3599853515625,321.7300109863281,303.3348388671875,1392003800,0.0045109468986481716
2020-02-01,323.3500061035156,339.0799865722656,285.5400085449219,296.260009765625,279.32110595703125,2110214900,-0.07916575952777538
2020-03-01,298.2099914550781,313.8399963378906,218.25999450683594,257.75,243.0128936767578,5926017600,-0.12998735686611107
2020-04-01,247.97999572753906,294.8800048828125,243.89999389648438,290.4800109863281,275.48199462890625,2819312300,0.1336106099593919
2020-05-01,285.30999755859375,306.8399963378906,272.989990234375,304.32000732421875,288.6073913574219,1910460500,0.04764520725282417
2020-06-01,303.6199951171875,323.4100036621094,296.739990234375,308.3599853515625,292.4388427734375,2358674500,0.013275652428702323
2020-07-01,309.57000732421875,327.2300109863281,309.07000732421875,326.5199890136719,311.0238342285156,1505145300,0.0635517200068958
2020-08-01,328.32000732421875,351.29998779296875,327.7300109863281,349.30999755859375,332.7322998046875,1045563300,0.06979679107235959
2020-09-01,350.2099914550781,358.75,319.79998779296875,334.8900146484375,318.9966735839844,1814712700,-0.041281313021807264
2020-10-01,337.69000244140625,354.0199890136719,322.6000061035156,326.5400085449219,312.2879943847656,1629016100,-0.021030561616350196
2020-11-01,330.20001220703125,364.3800048828125,327.239990234375,362.05999755859375,346.2576904296875,1535244300,0.10877682349539275
2020-12-01,365.57000732421875,378.4599914550781,362.0299987792969,373.8800048828125,357.56182861328125,1344541500,0.03264660539255004
2021-01-01,375.30999755859375,385.8500061035156,364.82000732421875,370.07000732421875,355.4267578125,1402265400,-0.005971193315185808
2021-02-01,373.7200012207031,394.1700134277344,370.3800048828125,380.3599853515625,365.3096008300781,1307806200,0.02780556837758308
2021-03-01,385.5899963378906,398.1199951171875,371.8800048828125,396.3299865722656,380.6476745605469,2401715800,0.041986505954447084
2021-04-01,398.3999938964844,420.7200012207031,398.17999267578125,417.29998779296875,402.1005859375,1462106600,0.05635897132885481
2021-05-01,419.42999267578125,422.82000732421875,404.0,420.0400085449219,404.7408142089844,1547235900,0.00656608909267975
2021-06-01,422.57000732421875,428.7799987792969,414.70001220703125,428.05999755859375,412.46868896484375,1282152400,0.019093391337274834
2021-07-01,428.8699951171875,441.79998779296875,421.9700012207031,438.510009765625,423.92041015625,1422104700,0.02776385577326157
2021-08-01,440.3399963378906,453.07000732421875,436.1000061035156,451.55999755859375,436.5362243652344,1254001400,0.029759865075461578
2021-09-01,452.55999755859375,454.04998779296875,428.7799987792969,429.1400146484375,414.8622131347656,1745559600,-0.04964997180241992
2021-10-01,430.9800109863281,459.55999755859375,426.3599853515625,459.25,445.3927307128906,1508665200,0.07359194597992302
2021-11-01,460.29998779296875,473.5400085449219,455.29998779296875,455.55999755859375,441.8140563964844,1335351500,-0.008034873651121877
2021-12-01,461.6400146484375,479.0,448.9200134277344,474.9599914550781,460.6286926269531,1927433900,0.04258496523158262
2022-01-01,476.29998779296875,479.9800109863281,420.760009765625,449.9100036621094,437.86749267578125,2485167800,-0.04941333511242074
2022-02-01,450.67999267578125,458.1199951171875,410.6400146484375,436.6300048828125,424.9429626464844,2297975100,-0.029516989147369332
2022-03-01,435.0400085449219,462.07000732421875,415.1199951171875,451.6400146484375,439.5511779785156,2380929500,0.034376884937812324
2022-04-01,453.30999755859375,457.8299865722656,411.2099914550781,412.0,402.2178649902344,1856757400,-0.08493507663880273
2022-05-01,412.07000732421875,429.6600036621094,380.5400085449219,412.92999267578125,403.1258239746094,2418478100,0.002257381044964424
2022-06-01,415.1700134277344,417.44000244140625,362.1700134277344,377.25,368.2929382324219,1958611900,-0.0864069818171247
2022-07-01,376.55999755859375,413.0299987792969,371.0400085449219,411.989990234375,403.945556640625,1437748400,0.09680505572361398
2022-08-01,409.1499938964844,431.7300109863281,395.0400085449219,395.17999267578125,387.4637756347656,1443394400,-0.04080198614617414
2022-09-01,392.8900146484375,411.7300109863281,357.0400085449219,357.17999267578125,350.2057189941406,1998908600,-0.0961588127292331
2022-10-01,361.0799865722656,389.5199890136719,348.1099853515625,386.2099914550781,380.2243957519531,2024732000,0.08571726596593576
2022-11-01,390.1400146484375,407.67999267578125,368.7900085449219,407.67999267578125,401.3616638183594,1745985300,0.055591561989608795
2022-12-01,408.7699890136719,410.489990234375,374.7699890136719,382.42999267578125,376.50299072265625,1735973600,-0.061935843247234446
2023-01-01,384.3699951171875,408.1600036621094,377.8299865722656,406.4800109863281,402.0179138183594,1575450100,0.06776818172607357
2023-02-01,405.2099914550781,418.30999755859375,393.6400146484375,396.260009765625,391.91009521484375,1603094700,-0.0251427069692286
2023-03-01,395.4100036621094,409.70001220703125,380.6499938964844,409.3900146484375,404.89599609375,2515995800,0.033134897614177206
2023-04-01,408.8500061035156,415.94000244140625,403.7799987792969,415.92999267578125,412.93414306640625,1395683000,0.019852374560886288
2023-05-01,415.4700012207031,422.5799865722656,403.739990234375,417.8500061035156,414.84033203125,1780705600,0.004616205748182001
2023-06-01,418.0899963378906,444.29998779296875,416.7900085449219,443.2799987792969,440.087158203125,1749755000,0.06085914078858945
2023-07-01,442.9200134277344,459.44000244140625,437.05999755859375,457.7900085449219,456.180908203125,1374632400,0.03656946061709854
2023-08-01,456.2699890136719,457.25,433.010009765625,450.3500061035156,448.7670593261719,1754764700,-0.016251992890618627
2023-09-01,453.1700134277344,453.6700134277344,422.2900085449219,427.4800109863281,425.9774475097656,1588673200,-0.05078271977142235
2023-10-01,426.6199951171875,438.1400146484375,409.2099914550781,418.20001220703125,418.20001220703125,1999149700,-0.018257856955105733
2023-11-01,419.20001220703125,458.32000732421875,418.6499938964844,456.3999938964844,456.3999938964844,1499960600,0.0913438081645539
2023-12-01,455.7699890136719,459.6499938964844,455.1600036621094,459.1000061035156,459.1000061035156,89097900,0.005915890103284305
